I,V,R,P,mAh,wh,time,
0.0996,3.5633,35.7696,0.3550,1777.2621,6.9051,  17:49:28,
0.0997,3.5633,35.7576,0.3551,1777.3868,6.9056,  17:49:33,
0.0996,3.5632,35.7830,0.3548,1777.5116,6.9060,  17:49:37,
0.0996,3.5631,35.7648,0.3550,1777.6364,6.9065,  17:49:42,
0.0996,3.5631,35.7671,0.3549,1777.7622,6.9069,  17:49:46,
0.0997,3.5630,35.7521,0.3551,1777.8870,6.9073,  17:49:51,
0.0996,3.5629,35.7746,0.3548,1778.0117,6.9078,  17:49:55,
0.0996,3.5629,35.7887,0.3547,1778.1365,6.9082,  17:50: 0,
0.0996,3.5628,35.7850,0.3547,1778.2612,6.9087,  17:50: 4,
0.0996,3.5628,35.7729,0.3548,1778.3860,6.9091,  17:50: 9,
0.0995,3.5627,35.8245,0.3543,1778.5109,6.9096,  17:50:13,
0.0995,3.5627,35.7890,0.3546,1778.6356,6.9100,  17:50:18,
0.0996,3.5626,35.7769,0.3548,1778.7604,6.9105,  17:50:22,
0.0995,3.5625,35.7965,0.3546,1778.8851,6.9109,  17:50:27,
0.0996,3.5625,35.7557,0.3549,1779.0109,6.9114,  17:50:31,
0.0996,3.5624,35.7808,0.3547,1779.1356,6.9118,  17:50:36,
0.0997,3.5624,35.7285,0.3552,1779.2604,6.9122,  17:50:40,
0.0996,3.5623,35.7595,0.3549,1779.3851,6.9127,  17:50:45,
0.0996,3.5622,35.7558,0.3549,1779.5104,6.9131,  17:50:49,
0.0996,3.5622,35.7612,0.3548,1779.6351,6.9136,  17:50:54,
0.0997,3.5621,35.7317,0.3551,1779.7599,6.9140,  17:50:58,
0.0995,3.5620,35.7885,0.3545,1779.8846,6.9145,  17:51: 3,
0.0996,3.5620,35.7681,0.3547,1780.0095,6.9149,  17:51: 7,
0.0996,3.5619,35.7588,0.3548,1780.1343,6.9154,  17:51:12,
0.0995,3.5619,35.7811,0.3546,1780.2595,6.9158,  17:51:16,
0.0996,3.5618,35.7546,0.3548,1780.3846,6.9163,  17:51:21,
0.0997,3.5618,35.7425,0.3549,1780.5095,6.9167,  17:51:26,
0.0997,3.5617,35.7360,0.3550,1780.6343,6.9171,  17:51:30,
0.0997,3.5616,35.7386,0.3549,1780.7590,6.9176,  17:51:35,
0.0997,3.5616,35.7377,0.3549,1780.8844,6.9180,  17:51:39,
0.0996,3.5615,35.7689,0.3546,1781.0092,6.9185,  17:51:44,
0.0996,3.5614,35.7709,0.3546,1781.1339,6.9189,  17:51:48,
0.0995,3.5614,35.7789,0.3545,1781.2587,6.9194,  17:51:53,
0.0997,3.5613,35.7237,0.3550,1781.3835,6.9198,  17:51:57,
0.0996,3.5612,35.7632,0.3546,1781.5087,6.9203,  17:52: 2,
0.0996,3.5612,35.7568,0.3547,1781.6335,6.9207,  17:52: 6,
0.0996,3.5611,35.7449,0.3548,1781.7588,6.9212,  17:52:11,
0.0995,3.5611,35.7729,0.3545,1781.8837,6.9216,  17:52:15,
0.0995,3.5610,35.7811,0.3544,1782.0084,6.9220,  17:52:20,
0.0996,3.5610,35.7375,0.3548,1782.1332,6.9225,  17:52:24,
0.0996,3.5609,35.7511,0.3547,1782.2579,6.9229,  17:52:29,
0.0997,3.5608,35.7220,0.3550,1782.3827,6.9234,  17:52:33,
0.0996,3.5608,35.7589,0.3546,1782.5074,6.9238,  17:52:38,
0.0996,3.5607,35.7583,0.3546,1782.6323,6.9243,  17:52:42,
0.0997,3.5607,35.7230,0.3549,1782.7574,6.9247,  17:52:47,
0.0996,3.5606,35.7594,0.3545,1782.8823,6.9252,  17:52:51,
0.0995,3.5605,35.7674,0.3544,1783.0071,6.9256,  17:52:56,
0.0995,3.5604,35.7899,0.3542,1783.1318,6.9260,  17:53: 0,
0.0996,3.5604,35.7521,0.3546,1783.2566,6.9265,  17:53: 5,
0.0996,3.5603,35.7512,0.3546,1783.3813,6.9269,  17:53: 9,
0.0996,3.5603,35.7565,0.3545,1783.5061,6.9274,  17:53:14,
0.0996,3.5602,35.7385,0.3547,1783.6313,6.9278,  17:53:18,
0.0996,3.5602,35.7408,0.3546,1783.7561,6.9283,  17:53:23,
0.0996,3.5601,35.7285,0.3547,1783.8810,6.9287,  17:53:27,
0.0996,3.5600,35.7539,0.3545,1784.0061,6.9291,  17:53:32,
0.0996,3.5600,35.7360,0.3546,1784.1318,6.9296,  17:53:36,
0.0996,3.5599,35.7297,0.3547,1784.2566,6.9300,  17:53:41,
0.0996,3.5598,35.7319,0.3547,1784.3813,6.9305,  17:53:45,
0.0996,3.5598,35.7371,0.3546,1784.5066,6.9309,  17:53:50,
0.0997,3.5597,35.7135,0.3548,1784.6318,6.9314,  17:53:54,
0.0997,3.5597,35.6957,0.3550,1784.7572,6.9318,  17:53:59,
0.0996,3.5596,35.7411,0.3545,1784.8820,6.9323,  17:54: 3,
0.0996,3.5595,35.7258,0.3546,1785.0072,6.9327,  17:54: 8,
0.0996,3.5595,35.7513,0.3544,1785.1320,6.9332,  17:54:12,
0.0996,3.5594,35.7535,0.3544,1785.2567,6.9336,  17:54:17,
0.0996,3.5594,35.7329,0.3545,1785.3815,6.9340,  17:54:21,
0.0995,3.5593,35.7608,0.3543,1785.5063,6.9345,  17:54:26,
0.0996,3.5592,35.7431,0.3544,1785.6311,6.9349,  17:54:30,
0.0995,3.5592,35.7596,0.3542,1785.7559,6.9354,  17:54:35,
0.0996,3.5591,35.7475,0.3544,1785.8811,6.9358,  17:54:39,
0.0997,3.5591,35.7155,0.3547,1786.0059,6.9363,  17:54:44,
0.0996,3.5590,35.7319,0.3545,1786.1306,6.9367,  17:54:48,
0.0997,3.5589,35.7053,0.3547,1786.2554,6.9371,  17:54:53,
0.0996,3.5588,35.7191,0.3546,1786.3806,6.9376,  17:54:58,
0.0997,3.5588,35.7011,0.3547,1786.5059,6.9380,  17:55: 2,
0.0996,3.5587,35.7178,0.3546,1786.6306,6.9385,  17:55: 7,
0.0997,3.5586,35.7084,0.3546,1786.7565,6.9389,  17:55:11,
0.0996,3.5586,35.7281,0.3544,1786.8812,6.9394,  17:55:16,
0.0995,3.5585,35.7474,0.3542,1787.0060,6.9398,  17:55:20,
0.0996,3.5585,35.7328,0.3544,1787.1307,6.9403,  17:55:25,
0.0995,3.5584,35.7550,0.3541,1787.2555,6.9407,  17:55:29,
0.0996,3.5584,35.7285,0.3544,1787.3812,6.9411,  17:55:34,
0.0996,3.5583,35.7278,0.3544,1787.5065,6.9416,  17:55:38,
0.0997,3.5583,35.6873,0.3548,1787.6312,6.9420,  17:55:43,
0.0996,3.5582,35.7240,0.3544,1787.7565,6.9425,  17:55:47,
0.0996,3.5581,35.7262,0.3544,1787.8817,6.9429,  17:55:52,
0.0997,3.5581,35.7056,0.3546,1788.0065,6.9434,  17:55:56,
0.0995,3.5580,35.7453,0.3542,1788.1317,6.9438,  17:56: 1,
0.0996,3.5579,35.7182,0.3544,1788.2565,6.9443,  17:56: 5,
0.0996,3.5578,35.7147,0.3544,1788.3817,6.9447,  17:56:10,
0.0996,3.5578,35.7085,0.3545,1788.5065,6.9451,  17:56:14,
0.0996,3.5577,35.7280,0.3543,1788.6311,6.9456,  17:56:19,
0.0996,3.5577,35.7131,0.3544,1788.7559,6.9460,  17:56:23,
0.0996,3.5576,35.7179,0.3543,1788.8811,6.9465,  17:56:28,
0.0996,3.5575,35.7058,0.3545,1789.0059,6.9469,  17:56:32,
0.0997,3.5575,35.6793,0.3547,1789.1306,6.9474,  17:56:37,
0.0997,3.5574,35.6903,0.3546,1789.2555,6.9478,  17:56:41,
0.0997,3.5574,35.6755,0.3547,1789.3802,6.9482,  17:56:46,
0.0996,3.5573,35.7268,0.3542,1789.5055,6.9487,  17:56:50,
0.0995,3.5572,35.7346,0.3541,1789.6302,6.9491,  17:56:55,
0.0997,3.5572,35.6911,0.3545,1789.7550,6.9496,  17:56:59,
0.0996,3.5571,35.7304,0.3541,1789.8806,6.9500,  17:57: 4,
0.0996,3.5571,35.7154,0.3543,1790.0065,6.9505,  17:57: 8,
0.0997,3.5570,35.6659,0.3547,1790.1312,6.9509,  17:57:13,
0.0995,3.5569,35.7315,0.3541,1790.2565,6.9514,  17:57:17,
0.0997,3.5569,35.6907,0.3545,1790.3812,6.9518,  17:57:22,
0.0996,3.5568,35.7041,0.3543,1790.5060,6.9522,  17:57:26,
0.0997,3.5567,35.6577,0.3548,1790.6309,6.9527,  17:57:31,
0.0996,3.5567,35.7147,0.3542,1790.7556,6.9531,  17:57:35,
0.0997,3.5566,35.6907,0.3544,1790.8810,6.9536,  17:57:40,
0.0996,3.5565,35.7160,0.3542,1791.0057,6.9540,  17:57:45,
0.0996,3.5565,35.7040,0.3543,1791.1305,6.9545,  17:57:49,
0.0997,3.5564,35.6749,0.3545,1791.2552,6.9549,  17:57:54,
0.0998,3.5563,35.6509,0.3548,1791.3800,6.9553,  17:57:58,
0.0996,3.5563,35.7048,0.3542,1791.5048,6.9558,  17:58: 3,
0.0997,3.5563,35.6873,0.3544,1791.6296,6.9562,  17:58: 7,
0.0997,3.5562,35.6866,0.3544,1791.7544,6.9567,  17:58:12,
0.0996,3.5561,35.7059,0.3542,1791.8792,6.9571,  17:58:16,
0.0997,3.5561,35.6681,0.3545,1792.0039,6.9576,  17:58:21,
0.0997,3.5560,35.6817,0.3544,1792.1292,6.9580,  17:58:25,
0.0996,3.5559,35.7070,0.3541,1792.2545,6.9584,  17:58:30,
0.0997,3.5559,35.6778,0.3544,1792.3801,6.9589,  17:58:34,
0.0996,3.5558,35.6886,0.3543,1792.5054,6.9593,  17:58:39,
0.0997,3.5557,35.6823,0.3543,1792.6301,6.9598,  17:58:43,
0.0995,3.5557,35.7305,0.3538,1792.7550,6.9602,  17:58:48,
0.0995,3.5556,35.7527,0.3536,1792.8798,6.9607,  17:58:52,
0.0995,3.5556,35.7176,0.3539,1793.0050,6.9611,  17:58:57,
0.0995,3.5555,35.7285,0.3538,1793.1298,6.9615,  17:59: 1,
0.0995,3.5554,35.7220,0.3539,1793.2545,6.9620,  17:59: 6,
0.0997,3.5553,35.6781,0.3543,1793.3793,6.9624,  17:59:10,
0.0996,3.5553,35.6835,0.3542,1793.5050,6.9629,  17:59:15,
0.0996,3.5552,35.7057,0.3540,1793.6298,6.9633,  17:59:19,
0.0996,3.5552,35.6964,0.3541,1793.7545,6.9638,  17:59:24,
0.0996,3.5551,35.7072,0.3540,1793.8793,6.9642,  17:59:28,
0.0996,3.5550,35.6778,0.3542,1794.0050,6.9647,  17:59:33,
0.0997,3.5550,35.6657,0.3543,1794.1298,6.9651,  17:59:37,
0.0997,3.5549,35.6482,0.3545,1794.2545,6.9655,  17:59:42,
0.0997,3.5549,35.6592,0.3544,1794.3793,6.9660,  17:59:46,
0.0996,3.5548,35.6958,0.3540,1794.5040,6.9664,  17:59:51,
0.0996,3.5547,35.6861,0.3541,1794.6299,6.9669,  17:59:55,
0.0996,3.5547,35.6943,0.3540,1794.7551,6.9673,  18: 0: 0,
0.0997,3.5546,35.6650,0.3543,1794.8799,6.9678,  18: 0: 4,
0.0996,3.5545,35.6903,0.3540,1795.0046,6.9682,  18: 0: 9,
0.0997,3.5544,35.6634,0.3543,1795.1294,6.9686,  18: 0:13,
0.0997,3.5544,35.6485,0.3544,1795.2542,6.9691,  18: 0:18,
0.0997,3.5543,35.6595,0.3543,1795.3790,6.9695,  18: 0:22,
0.0996,3.5543,35.6992,0.3539,1795.5038,6.9700,  18: 0:27,
0.0996,3.5542,35.6812,0.3540,1795.6285,6.9704,  18: 0:31,
0.0996,3.5542,35.6953,0.3539,1795.7533,6.9708,  18: 0:36,
0.0997,3.5541,35.6598,0.3542,1795.8793,6.9713,  18: 0:40,
0.0996,3.5541,35.6854,0.3540,1796.0040,6.9717,  18: 0:45,
0.0995,3.5540,35.7047,0.3538,1796.1288,6.9722,  18: 0:49,
0.0996,3.5539,35.6813,0.3540,1796.2535,6.9726,  18: 0:54,
0.0995,3.5539,35.7008,0.3538,1796.3783,6.9731,  18: 0:58,
0.0995,3.5538,35.7173,0.3536,1796.5031,6.9735,  18: 1: 3,
0.0995,3.5537,35.6994,0.3538,1796.6279,6.9739,  18: 1: 8,
0.0995,3.5537,35.7044,0.3537,1796.7527,6.9744,  18: 1:12,
0.0997,3.5536,35.6611,0.3541,1796.8774,6.9748,  18: 1:17,
0.0996,3.5536,35.6717,0.3540,1797.0022,6.9753,  18: 1:21,
0.0997,3.5535,35.6508,0.3542,1797.1270,6.9757,  18: 1:26,
0.0997,3.5534,35.6447,0.3542,1797.2517,6.9762,  18: 1:30,
0.0996,3.5534,35.6787,0.3539,1797.3766,6.9766,  18: 1:35,
0.0996,3.5533,35.6924,0.3537,1797.5013,6.9770,  18: 1:39,
0.0996,3.5533,35.6744,0.3539,1797.6261,6.9775,  18: 1:44,
0.0997,3.5532,35.6506,0.3541,1797.7513,6.9779,  18: 1:48,
0.0996,3.5531,35.6760,0.3539,1797.8761,6.9784,  18: 1:53,
0.0996,3.5530,35.6666,0.3539,1798.0013,6.9788,  18: 1:57,
0.0996,3.5530,35.6861,0.3537,1798.1261,6.9792,  18: 2: 2,
0.0996,3.5529,35.6654,0.3539,1798.2509,6.9797,  18: 2: 6,
0.0996,3.5529,35.6565,0.3540,1798.3756,6.9801,  18: 2:11,
0.0997,3.5528,35.6496,0.3541,1798.5004,6.9806,  18: 2:15,
0.0996,3.5527,35.6576,0.3540,1798.6256,6.9810,  18: 2:20,
0.0995,3.5526,35.7143,0.3534,1798.7509,6.9815,  18: 2:24,
0.0996,3.5526,35.6822,0.3537,1798.8756,6.9819,  18: 2:29,
0.0995,3.5526,35.7019,0.3535,1799.0009,6.9823,  18: 2:33,
0.0996,3.5525,35.6813,0.3537,1799.1261,6.9828,  18: 2:38,
0.0996,3.5525,35.6807,0.3537,1799.2509,6.9832,  18: 2:42,
0.0997,3.5524,35.6198,0.3543,1799.3756,6.9837,  18: 2:47,
0.0996,3.5523,35.6705,0.3538,1799.5005,6.9841,  18: 2:51,
0.0996,3.5522,35.6785,0.3537,1799.6256,6.9846,  18: 2:56,
0.0995,3.5522,35.7097,0.3534,1799.7505,6.9850,  18: 3: 0,
0.0995,3.5521,35.6947,0.3535,1799.8752,6.9854,  18: 3: 5,
0.0995,3.5521,35.6971,0.3535,1800.0000,6.9859,  18: 3: 9,
0.0996,3.5520,35.6645,0.3538,1800.1248,6.9863,  18: 3:14,
0.0996,3.5519,35.6698,0.3537,1800.2495,6.9868,  18: 3:18,
0.0995,3.5519,35.7007,0.3534,1800.3743,6.9872,  18: 3:23,
0.0995,3.5518,35.6828,0.3535,1800.4991,6.9877,  18: 3:27,
0.0996,3.5517,35.6734,0.3536,1800.6239,6.9881,  18: 3:32,
0.0996,3.5517,35.6585,0.3538,1800.7487,6.9885,  18: 3:36,
0.0996,3.5516,35.6493,0.3538,1800.8734,6.9890,  18: 3:41,
0.0995,3.5515,35.6827,0.3535,1800.9982,6.9894,  18: 3:45,
0.0996,3.5515,35.6682,0.3536,1801.1229,6.9899,  18: 3:50,
0.0997,3.5514,35.6391,0.3539,1801.2478,6.9903,  18: 3:54,
0.0996,3.5514,35.6726,0.3536,1801.3726,6.9907,  18: 3:59,
0.0996,3.5513,35.6720,0.3535,1801.4978,6.9912,  18: 4: 3,
0.0997,3.5513,35.6315,0.3539,1801.6226,6.9916,  18: 4: 8,
0.0996,3.5512,35.6423,0.3538,1801.7473,6.9921,  18: 4:12,
0.0997,3.5511,35.6302,0.3539,1801.8721,6.9925,  18: 4:17,
0.0995,3.5511,35.6840,0.3534,1801.9968,6.9930,  18: 4:21,
0.0995,3.5510,35.6776,0.3534,1802.1216,6.9934,  18: 4:26,
0.0996,3.5509,35.6512,0.3537,1802.2465,6.9938,  18: 4:30,
0.0997,3.5509,35.6307,0.3539,1802.3712,6.9943,  18: 4:35,
0.0997,3.5508,35.6328,0.3538,1802.4960,6.9947,  18: 4:39,
0.0996,3.5507,35.6550,0.3536,1802.6207,6.9952,  18: 4:44,
0.0996,3.5507,35.6514,0.3536,1802.7455,6.9956,  18: 4:48,
0.0996,3.5506,35.6564,0.3536,1802.8702,6.9960,  18: 4:53,
0.0995,3.5506,35.7019,0.3531,1802.9951,6.9965,  18: 4:57,
0.0996,3.5505,35.6523,0.3536,1803.1199,6.9969,  18: 5: 2,
0.0996,3.5504,35.6634,0.3535,1803.2446,6.9974,  18: 5: 6,
0.0995,3.5503,35.6682,0.3534,1803.3699,6.9978,  18: 5:11,
0.0995,3.5503,35.6937,0.3531,1803.4946,6.9983,  18: 5:15,
0.0996,3.5502,35.6499,0.3536,1803.6194,6.9987,  18: 5:20,
0.0995,3.5502,35.6693,0.3533,1803.7441,6.9991,  18: 5:24,
0.0997,3.5501,35.6059,0.3540,1803.8689,6.9996,  18: 5:29,
0.0996,3.5501,35.6538,0.3535,1803.9938,7.0000,  18: 5:33,
0.0995,3.5500,35.6645,0.3534,1804.1185,7.0005,  18: 5:38,
0.0996,3.5499,35.6468,0.3535,1804.2433,7.0009,  18: 5:42,
0.0996,3.5499,35.6521,0.3535,1804.3680,7.0013,  18: 5:47,
0.0996,3.5498,35.6456,0.3535,1804.4928,7.0018,  18: 5:51,
0.0996,3.5497,35.6305,0.3536,1804.6180,7.0022,  18: 5:56,
0.0996,3.5497,35.6272,0.3537,1804.7428,7.0027,  18: 6: 0,
0.0996,3.5496,35.6322,0.3536,1804.8676,7.0031,  18: 6: 5,
0.0996,3.5496,35.6490,0.3534,1804.9923,7.0036,  18: 6: 9,
0.0996,3.5495,35.6339,0.3536,1805.1171,7.0040,  18: 6:14,
0.0996,3.5494,35.6389,0.3535,1805.2423,7.0044,  18: 6:19,
0.0995,3.5494,35.6644,0.3532,1805.3674,7.0049,  18: 6:23,
0.0996,3.5493,35.6437,0.3534,1805.4923,7.0053,  18: 6:28,
0.0996,3.5493,35.6288,0.3536,1805.6171,7.0058,  18: 6:32,
0.0997,3.5492,35.5850,0.3540,1805.7418,7.0062,  18: 6:37,
0.0996,3.5492,35.6450,0.3534,1805.8665,7.0067,  18: 6:41,
0.0997,3.5491,35.6012,0.3538,1805.9918,7.0071,  18: 6:46,
0.0996,3.5490,35.6349,0.3535,1806.1171,7.0075,  18: 6:50,
0.0996,3.5490,35.6370,0.3534,1806.2418,7.0080,  18: 6:55,
0.0997,3.5489,35.5961,0.3538,1806.3666,7.0084,  18: 6:59,
0.0997,3.5488,35.5984,0.3538,1806.4913,7.0089,  18: 7: 4,
0.0996,3.5488,35.6380,0.3534,1806.6162,7.0093,  18: 7: 8,
0.0996,3.5487,35.6142,0.3536,1806.7413,7.0097,  18: 7:13,
0.0995,3.5487,35.6483,0.3533,1806.8666,7.0102,  18: 7:17,
0.0996,3.5486,35.6161,0.3536,1806.9913,7.0106,  18: 7:22,
0.0996,3.5485,35.6384,0.3533,1807.1166,7.0111,  18: 7:26,
0.0997,3.5485,35.6092,0.3536,1807.2418,7.0115,  18: 7:31,
0.0996,3.5484,35.6340,0.3533,1807.3666,7.0120,  18: 7:35,
0.0997,3.5484,35.5995,0.3537,1807.4913,7.0124,  18: 7:40,
0.0995,3.5483,35.6559,0.3531,1807.6162,7.0128,  18: 7:44,
0.0996,3.5482,35.6356,0.3533,1807.7410,7.0133,  18: 7:49,
0.0995,3.5482,35.6696,0.3530,1807.8657,7.0137,  18: 7:53,
0.0996,3.5481,35.6403,0.3532,1807.9910,7.0142,  18: 7:58,
0.0996,3.5480,35.6306,0.3533,1808.1157,7.0146,  18: 8: 2,
0.0996,3.5480,35.6155,0.3534,1808.2404,7.0151,  18: 8: 7,
0.0995,3.5479,35.6407,0.3532,1808.3651,7.0155,  18: 8:11,
0.0996,3.5479,35.6059,0.3535,1808.4899,7.0159,  18: 8:16,
0.0996,3.5478,35.6169,0.3534,1808.6147,7.0164,  18: 8:20,
0.0996,3.5477,35.6248,0.3533,1808.7395,7.0168,  18: 8:25,
0.0995,3.5477,35.6470,0.3531,1808.8643,7.0173,  18: 8:29,
0.0995,3.5476,35.6438,0.3531,1808.9895,7.0177,  18: 8:34,
0.0995,3.5476,35.6376,0.3531,1809.1143,7.0181,  18: 8:38,
0.0995,3.5475,35.6713,0.3528,1809.2390,7.0186,  18: 8:43,
0.0995,3.5475,35.6479,0.3530,1809.3638,7.0190,  18: 8:47,
0.0996,3.5474,35.6129,0.3534,1809.4885,7.0195,  18: 8:52,
0.0995,3.5474,35.6440,0.3530,1809.6134,7.0199,  18: 8:56,
0.0996,3.5473,35.6173,0.3533,1809.7385,7.0204,  18: 9: 1,
0.0995,3.5472,35.6336,0.3531,1809.8634,7.0208,  18: 9: 5,
0.0996,3.5471,35.6187,0.3532,1809.9882,7.0212,  18: 9:10,
0.0995,3.5471,35.6410,0.3530,1810.1129,7.0217,  18: 9:14,
0.0995,3.5470,35.6407,0.3530,1810.2377,7.0221,  18: 9:19,
0.0994,3.5470,35.6745,0.3527,1810.3624,7.0226,  18: 9:23,
0.0996,3.5469,35.6080,0.3533,1810.4872,7.0230,  18: 9:28,
0.0996,3.5468,35.6242,0.3531,1810.6121,7.0234,  18: 9:32,
0.0995,3.5468,35.6328,0.3530,1810.7368,7.0239,  18: 9:37,
0.0995,3.5467,35.6406,0.3530,1810.8621,7.0243,  18: 9:41,
0.0996,3.5467,35.6142,0.3532,1810.9873,7.0248,  18: 9:46,
0.0996,3.5466,35.6079,0.3533,1811.1121,7.0252,  18: 9:50,
0.0996,3.5465,35.5928,0.3534,1811.2368,7.0257,  18: 9:55,
0.0997,3.5465,35.5836,0.3535,1811.3616,7.0261,  18: 9:59,
0.0996,3.5464,35.6059,0.3532,1811.4869,7.0265,  18:10: 4,
0.0997,3.5464,35.5653,0.3536,1811.6117,7.0270,  18:10: 8,
0.0996,3.5463,35.5964,0.3533,1811.7365,7.0274,  18:10:13,
0.0995,3.5463,35.6274,0.3530,1811.8612,7.0279,  18:10:18,
0.0996,3.5462,35.6067,0.3532,1811.9861,7.0283,  18:10:22,
0.0996,3.5462,35.5918,0.3533,1812.1112,7.0288,  18:10:27,
0.0997,3.5461,35.5712,0.3535,1812.2361,7.0292,  18:10:31,
0.0996,3.5460,35.6134,0.3531,1812.3608,7.0296,  18:10:36,
0.0996,3.5460,35.6156,0.3530,1812.4856,7.0301,  18:10:40,
0.0996,3.5459,35.6150,0.3530,1812.6104,7.0305,  18:10:45,
0.0996,3.5459,35.6089,0.3531,1812.7361,7.0310,  18:10:49,
0.0996,3.5458,35.6052,0.3531,1812.8617,7.0314,  18:10:54,
0.0996,3.5457,35.6163,0.3530,1812.9865,7.0319,  18:10:58,
0.0996,3.5457,35.5872,0.3533,1813.1113,7.0323,  18:11: 3,
0.0996,3.5456,35.6038,0.3531,1813.2361,7.0327,  18:11: 7,
0.0997,3.5456,35.5806,0.3533,1813.3613,7.0332,  18:11:12,
0.0996,3.5455,35.5966,0.3531,1813.4861,7.0336,  18:11:16,
0.0995,3.5455,35.6306,0.3528,1813.6108,7.0341,  18:11:21,
0.0995,3.5454,35.6186,0.3529,1813.7365,7.0345,  18:11:25,
0.0995,3.5453,35.6151,0.3529,1813.8617,7.0350,  18:11:30,
0.0995,3.5453,35.6144,0.3529,1813.9865,7.0354,  18:11:34,
0.0996,3.5452,35.6023,0.3530,1814.1113,7.0358,  18:11:39,
0.0997,3.5452,35.5589,0.3534,1814.2361,7.0363,  18:11:43,
0.0996,3.5451,35.5868,0.3532,1814.3608,7.0367,  18:11:48,
0.0995,3.5451,35.6352,0.3527,1814.4856,7.0372,  18:11:52,
0.0995,3.5450,35.6144,0.3529,1814.6108,7.0376,  18:11:57,
0.0996,3.5450,35.5941,0.3531,1814.7355,7.0380,  18:12: 1,
0.0995,3.5449,35.6422,0.3526,1814.8602,7.0385,  18:12: 6,
0.0996,3.5448,35.5841,0.3531,1814.9850,7.0389,  18:12:10,
0.0996,3.5448,35.5953,0.3530,1815.1099,7.0394,  18:12:15,
0.0995,3.5447,35.6144,0.3528,1815.2346,7.0398,  18:12:19,
0.0996,3.5447,35.5909,0.3530,1815.3594,7.0403,  18:12:24,
0.0995,3.5446,35.6105,0.3528,1815.4841,7.0407,  18:12:28,
0.0995,3.5446,35.6274,0.3527,1815.6094,7.0411,  18:12:33,
0.0995,3.5445,35.6152,0.3528,1815.7341,7.0416,  18:12:37,
0.0995,3.5444,35.6146,0.3528,1815.8589,7.0420,  18:12:42,
0.0995,3.5444,35.6142,0.3527,1815.9841,7.0425,  18:12:46,
0.0996,3.5443,35.5762,0.3531,1816.1089,7.0429,  18:12:51,
0.0996,3.5443,35.5871,0.3530,1816.2336,7.0433,  18:12:55,
0.0996,3.5442,35.6009,0.3528,1816.3585,7.0438,  18:13: 0,
0.0996,3.5442,35.5688,0.3531,1816.4843,7.0442,  18:13: 4,
0.0996,3.5441,35.5827,0.3530,1816.6090,7.0447,  18:13: 9,
0.0996,3.5440,35.5933,0.3529,1816.7343,7.0451,  18:13:13,
0.0996,3.5440,35.5958,0.3528,1816.8590,7.0456,  18:13:18,
0.0995,3.5440,35.6040,0.3528,1816.9839,7.0460,  18:13:22,
0.0996,3.5439,35.5975,0.3528,1817.1086,7.0464,  18:13:27,
0.0995,3.5438,35.6085,0.3527,1817.2334,7.0469,  18:13:31,
0.0995,3.5438,35.6052,0.3527,1817.3582,7.0473,  18:13:36,
0.0996,3.5437,35.5818,0.3529,1817.4829,7.0478,  18:13:40,
0.0995,3.5437,35.6040,0.3527,1817.6077,7.0482,  18:13:45,
0.0996,3.5436,35.5805,0.3529,1817.7325,7.0487,  18:13:50,
0.0996,3.5435,35.5654,0.3531,1817.8577,7.0491,  18:13:54,
0.0995,3.5435,35.5963,0.3527,1817.9825,7.0495,  18:13:59,
0.0996,3.5434,35.5787,0.3529,1818.1073,7.0500,  18:14: 3,
0.0996,3.5434,35.5898,0.3528,1818.2321,7.0504,  18:14: 8,
0.0996,3.5434,35.5780,0.3529,1818.3573,7.0509,  18:14:12,
0.0995,3.5433,35.5974,0.3527,1818.4821,7.0513,  18:14:17,
0.0996,3.5432,35.5882,0.3528,1818.6068,7.0517,  18:14:21,
0.0996,3.5432,35.5874,0.3528,1818.7316,7.0522,  18:14:26,
0.0995,3.5432,35.5930,0.3527,1818.8568,7.0526,  18:14:30,
0.0996,3.5431,35.5665,0.3530,1818.9816,7.0531,  18:14:35,
0.0997,3.5430,35.5544,0.3531,1819.1063,7.0535,  18:14:39,
0.0996,3.5430,35.5801,0.3528,1819.2312,7.0540,  18:14:44,
0.0996,3.5429,35.5765,0.3528,1819.3560,7.0544,  18:14:48,
0.0995,3.5429,35.5988,0.3526,1819.4807,7.0548,  18:14:53,
0.0996,3.5428,35.5667,0.3529,1819.6055,7.0553,  18:14:57,
0.0996,3.5428,35.5661,0.3529,1819.7302,7.0557,  18:15: 2,
0.0996,3.5427,35.5828,0.3527,1819.8550,7.0562,  18:15: 6,
0.0996,3.5426,35.5705,0.3528,1819.9799,7.0566,  18:15:11,
0.0997,3.5426,35.5473,0.3530,1820.1046,7.0570,  18:15:15,
0.0997,3.5425,35.5440,0.3531,1820.2299,7.0575,  18:15:20,
0.0995,3.5425,35.5897,0.3526,1820.3546,7.0579,  18:15:24,
0.0996,3.5424,35.5659,0.3528,1820.4794,7.0584,  18:15:29,
0.0996,3.5424,35.5711,0.3528,1820.6041,7.0588,  18:15:33,
0.0995,3.5423,35.5935,0.3525,1820.7294,7.0593,  18:15:38,
0.0996,3.5423,35.5814,0.3526,1820.8541,7.0597,  18:15:42,
0.0996,3.5422,35.5609,0.3528,1820.9789,7.0601,  18:15:47,
0.0995,3.5422,35.5945,0.3525,1821.1036,7.0606,  18:15:51,
0.0996,3.5421,35.5567,0.3529,1821.2285,7.0610,  18:15:56,
